Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,saturation magnetostriction,EXP,None,298.0,1.10968e-05,None,m/m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,saturation magnetostriction,EXP,None,298.0,8.9032e-06,None,m/m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,saturation magnetostriction,EXP,None,298.0,8.5069e-06,None,m/m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,saturation magnetostriction,EXP,None,298.0,8.2028e-06,None,m/m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,electrical resistivity,EXP,None,298.0,1.451e-07,None,Ohm m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,electrical resistivity,EXP,None,298.0,2.875e-07,None,Ohm m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,electrical resistivity,EXP,None,298.0,4.699e-07,None,Ohm m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,electrical resistivity,EXP,None,298.0,5.837e-07,None,Ohm m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,electrical resistivity,EXP,None,298.0,7.305e-07,None,Ohm m,F8,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)100,FCC,AAM,None,saturation magnetic induction,EXP,None,298.0,1.6100970874,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)97.5 (Al0.4Mn0.6)2.5,FCC,AAM,None,saturation magnetic induction,EXP,None,298.0,1.5316504854,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM,None,saturation magnetic induction,EXP,None,298.0,1.44,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)92.5 (Al0.4Mn0.6)7.5,FCC,AAM,None,saturation magnetic induction,EXP,None,298.0,1.3398058252,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)90 (Al0.4Mn0.6)10,FCC,AAM,None,saturation magnetic induction,EXP,None,298.0,1.200776699,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1173K for 2h and furnance cooled "to study phase stability",saturation magnetic induction,EXP,None,298.0,1.4798657718,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1273K for 2h and furnance cooled "to study phase stability",saturation magnetic induction,EXP,None,298.0,1.4899328859,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1373K for 2h and furnance cooled "to study phase stability",saturation magnetic induction,EXP,None,298.0,1.5001342282,None,T,F6,10.1016/j.intermet.2024.108629
None,(Co0.4Fe0.3Ni0.3)95 (Al0.4Mn0.6)5,FCC,AAM+A,annealed in Ar at 1473K for 2h and furnance cooled "to study phase stability",saturation magnetic induction,EXP,None,298.0,1.5102013423,None,T,F6,10.1016/j.intermet.2024.108629
None,CoCrFe(GaNi)0.4,FCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled,saturation magnetic induction,EXP,None,300.0,0.0297029703,None,T,F11a,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetic induction,EXP,None,300.0,0.1417256011,None,T,F11a,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,saturation magnetic induction,EXP,None,300.0,0.3148514851,None,T,F11a,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,saturation magnetic induction,EXP,None,300.0,0.4811881188,None,T,F11a,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetic induction,EXP,None,300.0,0.5397454031,None,T,F11a,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetic induction,EXP,None,5.0,0.6387878788,None,T,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetic induction,EXP,None,100.0,0.6193939394,None,T,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetic induction,EXP,None,200.0,0.5854545455,None,T,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetic induction,EXP,None,300.0,0.5393939394,None,T,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,saturation magnetic induction,EXP,None,400.0,0.4763636364,None,T,F13b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)0.7,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,coercivity,EXP,None,300.0,489.0937019969,None,A/m,F11b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.0,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major FCC phase,coercivity,EXP,None,300.0,323.1950844854,None,A/m,F11b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.3,FCC+BCC,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; major BCC phase,coercivity,EXP,None,300.0,324.4239631336,None,A/m,F11b,10.1016/j.matdes.2024.113396
None,CoCrFe(GaNi)1.6,BCC+D03,AIM,vacuum induction melting in argon-filled silica tube with alumina cruicible and slowly cooled; minor D03 is Fe3Si-type ordered BCC 2x2x2 supercell,coercivity,EXP,None,300.0,342.8571428571,None,A/m,F11b,10.1016/j.matdes.2024.113396
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.8604444444,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.7857777778,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.7715555556,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.608,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.5315555556,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.4391111111,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,300.0,0.4195555556,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.8213333333,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.7502222222,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.7377777778,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.5457777778,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.4693333333,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.3768888889,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,400.0,0.3626666667,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.7751111111,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.704,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.6897777778,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.4657777778,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.3875555556,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.2844444444,None,T,F9b,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,saturation magnetic induction,EXP,None,500.0,0.2808888889,None,T,F9b,10.1002/admi.202201535
None,AlCoCrFeNi,BCC,AAM+DC,None,compressive plastic strain,EXP,2e-4 strain rate,298.0,24.5,None,%,T2,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.1,BCC,AAM+DC,None,compressive plastic strain,EXP,2e-4 strain rate,298.0,17.2,None,%,T2,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.25,BCC+C14,AAM+DC,None,compressive plastic strain,EXP,2e-4 strain rate,298.0,10.5,None,%,T2,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.5,BCC+C14,AAM+DC,None,compressive plastic strain,EXP,2e-4 strain rate,298.0,4.1,None,%,T2,10.1016/j.msea.2011.10.110
None,AlCoCrFeNi,BCC,AAM+DC,None,compressive ductility,EXP,2e-4 strain rate,298.0,28.1,None,%,F5,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.1,BCC,AAM+DC,None,compressive ductility,EXP,2e-4 strain rate,298.0,20.1,None,%,F5,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.25,BCC+C14,AAM+DC,None,compressive ductility,EXP,2e-4 strain rate,298.0,14.0,None,%,F5,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.5,BCC+C14,AAM+DC,None,compressive ductility,EXP,2e-4 strain rate,298.0,9.6,None,%,F5,10.1016/j.msea.2011.10.110
None,AlCoCrFeNi,BCC,AAM+DC,None,saturation magnetization,EXP,None,298.0,64.6637744035,None,Am^2/kg,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.1,BCC,AAM+DC,None,saturation magnetization,EXP,None,298.0,49.6312364425,None,Am^2/kg,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.25,BCC+C14,AAM+DC,None,saturation magnetization,EXP,None,298.0,34.7939262473,None,Am^2/kg,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.5,BCC+C14,AAM+DC,None,saturation magnetization,EXP,None,298.0,17.7114967462,None,Am^2/kg,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.75,BCC+C14,AAM+DC,None,saturation magnetization,EXP,None,298.0,10.2928416486,None,Am^2/kg,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNi,BCC,AAM+DC,None,coercivity,EXP,None,298.0,4135.9570894624,None,A/m,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.1,BCC,AAM+DC,None,coercivity,EXP,None,298.0,4617.5647805976,None,A/m,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.25,BCC+C14,AAM+DC,None,coercivity,EXP,None,298.0,7476.1394634648,None,A/m,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.5,BCC+C14,AAM+DC,None,coercivity,EXP,None,298.0,6761.495792748,None,A/m,F9,10.1016/j.msea.2011.10.110
None,AlCoCrFeNiNb0.75,BCC+C14,AAM+DC,None,coercivity,EXP,None,298.0,7476.1394634648,None,A/m,F9,10.1016/j.msea.2011.10.110
Al0,(CoFeNi)100,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,saturation magnetization,EXP,None,298.0,160.0,None,Am^2/kg,F2d,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,saturation magnetization,EXP,None,298.0,125.6944444444,None,Am^2/kg,F2d,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,saturation magnetization,EXP,None,298.0,60.9722222222,None,Am^2/kg,F2d,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,saturation magnetization,EXP,None,298.0,162.0833333333,None,Am^2/kg,F2d,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,L12+B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; FCC to L12 ordering upon HT; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^3,saturation magnetization,EXP,None,298.0,139.5833333333,None,Am^2/kg,F2d,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^4,saturation magnetization,EXP,None,298.0,61.1111111111,None,Am^2/kg,F2d,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,coercivity,EXP,None,298.0,884.1941282889,None,A/m,F2e,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,coercivity,EXP,None,298.0,331.5727981083,None,A/m,F2e,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,coercivity,EXP,None,298.0,1105.2426603611,None,A/m,F2e,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,coercivity,EXP,None,298.0,589.4627521926,None,A/m,F2e,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,L12+B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; FCC to L12 ordering upon HT; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^3,coercivity,EXP,None,298.0,14331.3131626824,None,A/m,F2e,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^4,coercivity,EXP,None,298.0,1363.1326144454,None,A/m,F2e,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,curie temperature,EXP,None,None,993.8955223881,None,K,F2f,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,curie temperature,EXP,None,None,758.0746268657,None,K,F2f,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,curie temperature,EXP,None,None,667.4029850746,None,K,F2f,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,curie temperature,EXP,None,None,993.1492537313,None,K,F2f,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,L12+B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; FCC to L12 ordering upon HT; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^3,curie temperature,EXP,None,None,898.3731343284,None,K,F2f,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^4,curie temperature,EXP,None,None,667.776119403,None,K,F2f,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,hardness,EXP,None,298.0,1526277133.1058006,60247781.56995995,Pa,F4,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,FCC,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,hardness,EXP,None,298.0,1934623208.191118,40165187.71331324,Pa,F4,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED),300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,hardness,EXP,None,298.0,3434123549.488046,46859385.66552899,Pa,F4,10.1016/j.scriptamat.2022.115149
Al0,(CoFeNi)100,FCC,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^2,hardness,EXP,None,298.0,1733797269.6245718,13388395.90443124,Pa,F4,10.1016/j.scriptamat.2022.115149
Al10,Al10(CoFeNi)30,L12+B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; FCC to L12 ordering upon HT; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^3,hardness,EXP,None,298.0,5656597269.624572,26776791.80887196,Pa,F4,10.1016/j.scriptamat.2022.115149
Al30,Al30(CoFeNi)23.333,B2,LENS(DED)+HT,heat treated by slowly heating to 973K over 4h and measuring properties upon cooling; initial deposition with 300W laser power; 0.5 mm diameter laser beam on the sample surface; 12.7mm/s laser scan speed; 0.254 mm vertical layer spacing and 0.381mm hatch width and 90◦ rotation of hatch between layers; total input energy fluence of 47.24 J/mm^4,hardness,EXP,None,298.0,3460900341.296919,26776791.808881994,Pa,F4,10.1016/j.scriptamat.2022.115149
None,TiVZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,uniform elongation,EXP,3e-3 strain rate,298.0,4.9440298507,2.2388059701,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)1ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,uniform elongation,EXP,3e-3 strain rate,298.0,12.5932835821,1.3059701493,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)2ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,uniform elongation,EXP,3e-3 strain rate,298.0,17.5373134328,2.2388059701,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)3ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,uniform elongation,EXP,3e-3 strain rate,298.0,23.2276119403,3.0317164179,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)4ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,uniform elongation,EXP,3e-3 strain rate,298.0,15.4850746269,2.6119402985,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)5ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,uniform elongation,EXP,3e-3 strain rate,298.0,14.7388059701,1.7723880597,%,F4,10.1016/j.jmst.2024.04.020
None,TiVZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile ductility,EXP,3e-3 strain rate,298.0,13.418972332,2.1936758893,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)1ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile ductility,EXP,3e-3 strain rate,298.0,20.4150197628,2.6086956522,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)2ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile ductility,EXP,3e-3 strain rate,298.0,22.9051383399,2.7272727273,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)3ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile ductility,EXP,3e-3 strain rate,298.0,34.8221343874,4.4466403162,%,F4,10.1016/j.jmst.2024.04.020
None,(Ti1.5V)4ZrNb,BCC,AAM+CR+RX,cold rolled to 80% reduction and recrystallized by annealing at 1073K for 1h in vacuum,tensile ductility,EXP,3e-3 strain rate,298.0,27.0553359684,3.2608695652,%,F4,10.1016/j.jmst.2024.04.020
